LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,Patent Url,IPC,PrimaryClass,First4level,Formatted 1st4Lvl,Filingdate1,B4,B3,B2,B1,O1,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup
2000048071,http://law.lexmachina.com/cases/2000048071,"Stragent, LLC et al v. Chrysler Group, LLC",6:13-cv-00379,E.D.Tex.,2013,  5/8/2013,0,"1, 6",7953599,1,7953599,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7953599,G10L 15/22 (20060101),G10L 15/22,G10L 15,G10L  15,5/8/2013,1014,1144,1302,1364,1268,1218,1546,1354,1255,"Stragent, LLC et al","Chrysler Group, LLC",6607,0,3
2000048123,http://law.lexmachina.com/cases/12960,"Plastic Research v. Nichols Lures Inc, et al",3:01-cv-00735,N.D.Tex.,2001, 4/13/2001,1,"8, 9",RE35160,1,RE35160,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=RE35160,A01K 85/00 (20060101); A01K 085/00 (),A01K 85/00 ,A01K 85,A01K  85,4/13/2001,91,72,86,102,95,104,86,76,93,Plastic Research,"Nichols Lures Inc, et al",7093,1,0
2000048127,http://law.lexmachina.com/cases/2000048127,"Adaptix, Inc. v. Apple, Inc. et al",5:13-cv-02023,N.D.Cal.,2013,  5/2/2013,0,1,"6947748, 7454212",2,6947748,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6947748,H04L 27/26 (20060101); H04L 1/00 (20060101); H04Q 7/38 (20060101); H04Q 007/20 (); H04J 011/00 (),H04L 27/26,H04L 27,H04L  27,5/2/2013,1526,1546,1570,1599,1468,1300,1644,1708,1559,"Adaptix, Inc.","Apple, Inc. et al",22,0,1
2000048142,http://law.lexmachina.com/cases/2000048142,"Parallel Networks, LLC v. Blizzard Entertainment Inc.",1:13-cv-00826,D.Del.,2013,  5/9/2013,0,3,"7188145, 7730262",2,7188145,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7188145,G06F 15/167 (20060101),G06F 15/167,G06F 15,G06F  15,5/9/2013,4915,5065,4291,3384,2641,2577,2842,3002,1905,"Parallel Networks, LLC",Blizzard Entertainment Inc.,864,0,8
2000048149,http://law.lexmachina.com/cases/2000034589,"AUXILIUM PHARMACEUTICALS, INC. et al v. WATSON LABORATORIES, INC. (NV) et al",2:12-cv-03084,D.N.J.,2012, 5/23/2012,0,"8, 12","7608605,7608606,7608607,7608608,7608609,7608610,7935690,8063029,8178518,6495124,7320953,7320968",12,7608605,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7608605,A01N 45/00 (20060101),A01N 45/00 ,A01N 45,A01N  45,5/23/2012,36,32,53,41,52,38,29,46,35,"AUXILIUM PHARMACEUTICALS, INC. et al","WATSON LABORATORIES, INC. (NV) et al",6832,1,0
2000048170,http://law.lexmachina.com/cases/2000050294,"Pegasus Laboratories, Inc. v. Diamondback Drugs, LLC",2:13-cv-02334,D.Kan.,2013, 7/10/2013,0,8,"5747476,6255308,6448252",3,5747476,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5747476,A61K 31/63 (20060101); A61K 031/505 (); C07D 239/48 (),A61K 31/63 ,A61K 31,A61K  31,7/10/2013,29709,34805,29469,29536,29374,32295,34729,28044,27713,"Pegasus Laboratories, Inc.","Diamondback Drugs, LLC",4519,1,0
2000048173,http://law.lexmachina.com/cases/2000048173,Touchscreen Gestures LLC v. Hewlett-Packard Company,6:13-cv-00389,E.D.Tex.,2013, 5/10/2013,0,1,7180506,1,7180506,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7180506,G09G 5/00 (20060101),G09G 5/00,G09G 5,G09G   5,5/10/2013,2984,3053,2883,2354,2022,2223,2185,2240,1883,Touchscreen Gestures LLC,Hewlett-Packard Company,756,0,2
2000048177,http://law.lexmachina.com/cases/2000055089,Rimlinger et al v. Shenyang 245 Factory et al,2:13-cv-02051,D.Nev.,2013, 11/6/2013,0,"8, 9",5749273,1,5749273,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5749273,B23Q 5/22 (20060101); B23Q 5/40 (20060101); B23B 021/00 (); B23Q 005/40 (),B23Q 5/22 ,B23Q 5,B23Q   5,11/6/2013,639,391,495,532,550,399,458,468,829,Rimlinger et al,Shenyang 245 Factory et al,7105,1,0
2000048179,http://law.lexmachina.com/cases/11749,"Tide Tamer Industrie, et al v. Hi-Tide Sales, Inc.",4:00-cv-00069,E.D.N.C.,2000,  5/3/2000,0,"8, 9",5749313,1,5749313,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5749313,B63C 3/00 (20060101); B63C 3/06 (20060101); B63C 001/02 (),B63C 3/00 ,B63C 3,B63C   3,5/3/2000,5,7,8,10,8,6,5,23,10,"Tide Tamer Industrie, et al","Hi-Tide Sales, Inc.",7146,1,0
2000048181,http://law.lexmachina.com/cases/2000048181,"Lodsys Group, LLC v. Capcom U.S.A., Inc.",2:13-cv-00389,E.D.Tex.,2013,  5/9/2013,0,1,"7222078, 7620565",2,7222078,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7222078,G06Q 99/00 (20060101),G06Q 99/00,G06Q 99,G06Q  99,5/9/2013,82,137,94,71,36,62,41,63,41,"Lodsys Group, LLC","Capcom U.S.A., Inc.",447,0,4
2000048183,http://law.lexmachina.com/cases/79419,"Melvin Valkner et al v. Integrated Medical Systems, Inc.",2:08-cv-08351,C.D.Cal.,2008,12/18/2008,0,9,5749374,1,5749374,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5749374,A61G 1/04 (20060101); A61G 1/00 (20060101); A61F 005/37 (),A61G 1/04 ,A61G 1,A61G   1,12/18/2008,104,109,154,110,113,117,129,126,119,Melvin Valkner et al,"Integrated Medical Systems, Inc.",6306,1,0
2000048193,http://law.lexmachina.com/cases/2000048193,"MLR, LLC v. Asustek Computer Inc. et al",1:13-cv-00559,E.D.Va.,2013,  5/3/2013,0,5,"5353334,5640444,5854985,6134453,6934558,6961584,7343173,7386322,RE38645",9,5353334,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5353334,H04M 11/06 (20060101); H04Q 7/32 (20060101); H04M 011/00 (),H04M 11/06,H04M 11,H04M  11,5/3/2013,866,949,1031,918,718,889,870,828,670,"MLR, LLC",Asustek Computer Inc. et al,1248,1,4
2000048201,http://law.lexmachina.com/cases/2000048201,Relay IP Inc. v. Securities Industry Automation Corporation,1:13-cv-00836,D.Del.,2013, 5/10/2013,0,1,5331637,1,5331637,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5331637,H04L 12/18 (20060101); H04L 012/44 (); H04J 003/08 (),H04L 12/18,H04L 12,H04L  12,5/10/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Relay IP Inc.,Securities Industry Automation Corporation,637,0,5
2000048223,http://law.lexmachina.com/cases/2000048223,"Unified Messaging Solutions, LLC v. Compass Bank",1:13-cv-03007,N.D.Ill.,2013, 4/19/2013,0,1,"6857074, 7836141, 7895306, 7895313, 7934148",5,6857074,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6857074,H04L 29/06 (20060101); H04M 3/533 (20060101); H04L 12/58 (20060101); H04N 1/00 (20060101); H04M 3/53 (20060101); H04N 1/32 (20060101); H04M 3/50 (20060101); H04M 7/12 (20060101); H04M 3/537 (20060101); G06F 003/00 (),H04L 29/06,H04L 29,H04L  29,4/19/2013,8668,9489,12077,10393,10099,11353,13297,10770,12343,"Unified Messaging Solutions, LLC",Compass Bank,773,0,9
2000048226,http://law.lexmachina.com/cases/2000048226,"Norman IP Holdings, LLC v. ADTRAN, Inc.",6:13-cv-00392,E.D.Tex.,2013, 5/13/2013,0,1,"5502689, 5530597, 5592555",3,5502689,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5502689,G06F 1/32 (20060101); G04F 005/00 (); G06F 001/00 (),G06F 1/32,G06F 1,G06F   1,5/13/2013,4536,5288,5984,5102,4778,5379,6339,4672,4391,"Norman IP Holdings, LLC","ADTRAN, Inc.",531,1,3
2000048231,http://law.lexmachina.com/cases/2000048231,"Norman IP Holdings, LLC v. Crestron Electronics, Inc.",6:13-cv-00394,E.D.Tex.,2013, 5/13/2013,0,1,"5502689, 5592555",2,5502689,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5502689,G06F 1/32 (20060101); G04F 005/00 (); G06F 001/00 (),G06F 1/32,G06F 1,G06F   1,5/13/2013,4536,5288,5984,5102,4778,5379,6339,4672,4391,"Norman IP Holdings, LLC","Crestron Electronics, Inc.",531,0,7
2000048254,http://law.lexmachina.com/cases/2000048254,Interface IP Holdings LLC v. NBC Universal Media LLC,1:13-cv-00838,D.Del.,2013, 5/13/2013,0,5,7406663,1,7406663,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7406663,G06F 3/00 (20060101),G06F 3/00,G06F 3,G06F   3,5/13/2013,18165,20188,23791,22619,20248,23511,25064,23536,21083,Interface IP Holdings LLC,NBC Universal Media LLC,1149,0,5
2000048276,http://law.lexmachina.com/cases/2000071385,"Trover Group, Inc. et al v. Kaltec Electronics, Inc. et al",2:14-cv-01172,E.D.Tex.,2014,12/31/2014,0,8,"5751345,5751346",2,5751345,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5751345,G08B 15/00 (20060101); H04N 7/18 (20060101); H04N 007/18 (),G08B 15/00 ,G08B 15,G08B  15,12/31/2014,49,36,32,43,43,34,62,60,57,"Trover Group, Inc. et al","Kaltec Electronics, Inc. et al",5606,0,6
2000048285,http://law.lexmachina.com/cases/14093,Swagelok Company v. Garitech Systems Inc.,1:01-cv-02539,N.D.Ohio,2001, 11/6/2001,0,8,6289933,1,6289933,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6289933,F16K 7/12 (20060101); F16K 11/02 (20060101); F16K 011/04 (),F16K 7/12 ,F16K 7,F16K   7,11/6/2001,116,167,174,127,196,167,159,103,133,Swagelok Company,Garitech Systems Inc.,5312,1,0
2000048339,http://law.lexmachina.com/cases/2000051053,"Skky, Inc. v. Click Sales, Inc.",0:13-cv-02081,D.Minn.,2013, 7/31/2013,0,8,7548875,1,7548875,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7548875,G06Q 30/00 (20060101),G06Q 30/00 ,G06Q 30,G06Q  30,7/31/2013,5256,4989,5528,4729,4981,5567,5861,5234,5240,"Skky, Inc.","Click Sales, Inc.",5099,1,1
2000048453,http://law.lexmachina.com/cases/2000048453,Touchscreen Gestures LLC v. Acer Inc. et al,6:13-cv-00409,E.D.Tex.,2013, 5/17/2013,0,1,7180506,1,7180506,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7180506,G09G 5/00 (20060101),G09G 5/00,G09G 5,G09G   5,5/17/2013,2984,3053,2883,2354,2022,2223,2185,2240,1883,Touchscreen Gestures LLC,Acer Inc. et al,756,1,4
2000048464,http://law.lexmachina.com/cases/2000001320,Monsanto Company et al v. Germann,4:09-cv-01848,E.D.Mo.,2009,11/11/2009,0,8,"5352605,RE39247",2,5352605,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5352605,C07K 14/435 (20060101); C07K 14/61 (20060101); C12N 15/52 (20060101); C12N 15/82 (20060101); C12N 005/00 (); C12N 015/00 (); C07H 021/04 (),C07K 14/435 ,C07K 14,C07K  14,11/11/2009,4591,3443,4007,4020,4199,3877,4207,3746,4047,Monsanto Company et al,Germann,4109,0,3
2000048465,http://law.lexmachina.com/cases/24364,"BLENDCO SYSTEMS, LLC v. KLEEN-RITE CORPORATION",5:08-cv-01627,E.D.Pa.,2008,  4/4/2008,0,"8, 9","5439020,5678593",2,5439020,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5439020,A47L 15/44 (20060101); B01F 5/04 (20060101); B60S 3/04 (20060101); B01F 005/04 (),A47L 15/44 ,A47L 15,A47L  15,4/4/2008,480,470,762,507,647,703,758,487,528,"BLENDCO SYSTEMS, LLC",KLEEN-RITE CORPORATION,6941,1,0
2000048472,http://law.lexmachina.com/cases/24289,Vygon v. RyMed Technologies Inc.,1:08-cv-00172,D.Del.,2008, 3/26/2008,0,8,5380306,1,5380306,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5380306,A61M 39/02 (20060101); A61M 39/04 (20060101); A61M 005/00 (),A61M 39/02 ,A61M 39,A61M  39,3/26/2008,448,431,550,568,325,502,331,397,471,Vygon,RyMed Technologies Inc.,5801,1,0
2000048491,http://law.lexmachina.com/cases/2000048491,UbiComm LLC v. SkyMall Inc.,1:13-cv-00885,D.Del.,2013, 5/17/2013,0,1,5603054,1,5603054,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5603054,G06F 1/00 (20060101); G06Q 10/00 (20060101); G06F 21/00 (20060101); H04L 29/06 (20060101); H04L 12/28 (20060101); H04L 29/12 (20060101); H04L 29/08 (20060101); G06F 013/00 (),G06F 1/00,G06F 1,G06F   1,5/17/2013,4536,5288,5984,5102,4778,5379,6339,4672,4391,UbiComm LLC,SkyMall Inc.,769,0,3
2000048492,http://law.lexmachina.com/cases/2000048492,UbiComm LLC v. Ace Hardware Corporation,1:13-cv-00869,D.Del.,2013, 5/17/2013,0,1,5603054,1,5603054,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5603054,G06F 1/00 (20060101); G06Q 10/00 (20060101); G06F 21/00 (20060101); H04L 29/06 (20060101); H04L 12/28 (20060101); H04L 29/12 (20060101); H04L 29/08 (20060101); G06F 013/00 (),G06F 1/00,G06F 1,G06F   1,5/17/2013,4536,5288,5984,5102,4778,5379,6339,4672,4391,UbiComm LLC,Ace Hardware Corporation,769,1,11
2000048493,http://law.lexmachina.com/cases/2000048493,UbiComm LLC v. Team Express Distributing LLC,1:13-cv-00886,D.Del.,2013, 5/17/2013,0,1,5603054,1,5603054,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5603054,G06F 1/00 (20060101); G06Q 10/00 (20060101); G06F 21/00 (20060101); H04L 29/06 (20060101); H04L 12/28 (20060101); H04L 29/12 (20060101); H04L 29/08 (20060101); G06F 013/00 (),G06F 1/00,G06F 1,G06F   1,5/17/2013,4536,5288,5984,5102,4778,5379,6339,4672,4391,UbiComm LLC,Team Express Distributing LLC,769,0,6
2000048509,http://law.lexmachina.com/cases/2000004180,Allergan Inc. et al v. Watson Laboratories Inc.-Florida,1:10-cv-00852,D.Del.,2010, 10/5/2010,0,8,"7410978,7759359,7763635,7781448,7781449",5,7410978,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7410978,A61K 31/44 (20060101); A61K 31/40 (20060101),A61K 31/44 ,A61K 31,A61K  31,10/5/2010,37005,30965,36774,30230,36586,29045,31923,30489,34772,Allergan Inc. et al,Watson Laboratories Inc.-Florida,1722,0,2
2000048535,http://law.lexmachina.com/cases/14942,Metalcraft of Mayville Inc v. Excel Industries Inc,2:06-cv-00556,E.D.Wis.,2006,  5/5/2006,0,8,6892519,1,6892519,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6892519,A01D 34/00 (20060101); A01D 34/67 (20060101); A01D 34/685 (20060101); G06Q 20/00 (20060101); A01D 067/00 (),A01D 34/00 ,A01D 34,A01D  34,5/5/2006,391,395,385,349,362,386,367,333,436,Metalcraft of Mayville Inc,Excel Industries Inc,4020,1,0
2000048540,http://law.lexmachina.com/cases/5784,"CASIO, INC. v. WARMAN",2:00-cv-04824,D.N.J.,2000, 10/2/2000,1,9,RE35318,1,RE35318,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=RE35318,H01J 29/89 (20060101); H04N 5/65 (20060101); H04N 005/72 (),H01J 29/89 ,H01J 29,H01J  29,10/2/2000,1095,1459,1341,1228,1428,1211,1336,1402,1138,"CASIO, INC.",WARMAN,6091,1,0
2000048547,http://law.lexmachina.com/cases/10145,"Aspex Eyewear, Inc. et al v. Royce International Eyewear, Inc.",3:06-cv-00411,N.D.N.Y.,2006, 3/31/2006,0,8,"5568207,RE37545",2,5568207,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5568207,G02C 9/00 (20060101); G02C 007/08 (); G02C 009/00 (),G02C 9/00 ,G02C 9,G02C   9,3/31/2006,69,68,48,56,66,43,52,42,36,"Aspex Eyewear, Inc. et al","Royce International Eyewear, Inc.",1917,0,3
2000048560,http://law.lexmachina.com/cases/2000048560,Mobile Logistics LLC V Omni-ID Ltd.,1:13-cv-00905,D.Del.,2013, 5/20/2013,0,1,5999091,1,5999091,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5999091,G07C 5/00 (20060101); G08G 1/123 (20060101); G08B 021/00 (),G07C 5/00,G07C 5,G07C   5,5/20/2013,310,366,413,384,392,410,534,429,516,Mobile Logistics LLC V Omni-ID Ltd.,,495,1,0
2000048565,http://law.lexmachina.com/cases/2000048565,eGain Corporation v. Pragmatus Telecom LLC,1:13-cv-00897,D.Del.,2013, 5/20/2013,1,1,"6311231, 6668286, 7159043",3,6311231,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6311231,G06F 17/30 (20060101); H04L 29/06 (20060101); H04M 3/51 (20060101); H04M 3/493 (20060101); H04M 3/487 (20060101); H04M 3/50 (20060101); H04M 7/00 (20060101); H04M 11/06 (20060101); H04L 29/08 (20060101); H04M 3/53 (20060101); H04Q 3/72 (20060101); H04M 7/12 (20060101); H04M 3/42 (20060101); H04M 3/48 (20060101); H04M 3/523 (20060101); G06F 013/10 (); G06F 013/14 (),G06F 17/30,G06F 17,G06F  17,5/20/2013,11766,12349,14321,13423,11628,13009,15299,13201,12858,eGain Corporation,Pragmatus Telecom LLC,268,1,0
2000048581,http://law.lexmachina.com/cases/2000048581,Penovia LLC v. Zebra Technologies Corporation,2:13-cv-00428,E.D.Tex.,2013, 5/21/2013,0,1,5822221,1,5822221,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5822221,H04N 1/00 (20060101); G01B 017/00 (),H04N 1/00,H04N 1,H04N   1,5/21/2013,3084,3634,3377,3542,3108,3408,3636,3652,3083,Penovia LLC,Zebra Technologies Corporation,578,0,9
2000048587,http://law.lexmachina.com/cases/2000048587,"Penovia LLC v. Lexmark International, Inc.",2:13-cv-00423,E.D.Tex.,2013, 5/21/2013,0,1,5822221,1,5822221,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5822221,H04N 1/00 (20060101); G01B 017/00 (),H04N 1/00,H04N 1,H04N   1,5/21/2013,3084,3634,3377,3542,3108,3408,3636,3652,3083,Penovia LLC,"Lexmark International, Inc.",578,0,7
2000048590,http://law.lexmachina.com/cases/2000047847,"Mears Technologies, Inc. v. Finisar Corporation",2:13-cv-00376,E.D.Tex.,2013,  5/3/2013,0,8,6141361,1,6141361,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6141361,G02B 5/20 (20060101); G02F 1/31 (20060101); G02F 1/29 (20060101); G02F 1/13 (20060101); G02F 1/141 (20060101); G02F 1/139 (20060101); H01S 003/107 (); G02B 005/20 (),G02B 5/20 ,G02B 5,G02B   5,5/3/2013,2953,2989,3401,3357,2863,3073,3317,3147,2989,"Mears Technologies, Inc.",Finisar Corporation,3948,1,0
2000048623,http://law.lexmachina.com/cases/2000048623,"Landmark Technology, LLC v. Vitacost.com, Inc.",6:13-cv-00414,E.D.Tex.,2013, 5/22/2013,0,5,"5576951, 7010508",2,5576951,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5576951,G07F 7/00 (20060101); G06Q 30/00 (20060101); G07F 17/16 (20060101); G07F 17/00 (20060101); G07F 17/42 (20060101); G06F 019/00 (),G07F 7/00,G07F 7,G07F   7,5/22/2013,234,317,309,221,215,208,250,237,190,"Landmark Technology, LLC","Vitacost.com, Inc.",1192,0,1
2000048649,http://law.lexmachina.com/cases/24886,"Evans v OP/TECH USA, Inc., et al.",2:08-cv-01110,D.Ariz.,2008, 6/13/2008,0,9,"5661920,5850706",2,5661920,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5661920,F41G 1/38 (20060101); F41G 1/00 (20060101); G02B 23/16 (20060101); F41A 035/02 (),F41G 1/38 ,F41G 1,F41G   1,6/13/2008,91,107,80,113,117,102,82,105,103,"Evans v OP/TECH USA, Inc., et al.",,6141,1,0
2000048651,http://law.lexmachina.com/cases/6789,Chamberlain Grp Inc v. Linear Corp,1:01-cv-04142,N.D.Ill.,2001,  6/4/2001,0,8,"RE35364,RE36703",2,RE35364,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=RE35364,E05F 15/16 (20060101); E05F 15/00 (20060101); G05B 19/042 (20060101); G05B 19/04 (20060101); G07C 9/00 (20060101); G06F 019/00 (); G08C 019/00 (); E05F 015/20 (),E05F 15/16 ,E05F 15,E05F  15,6/4/2001,550,514,612,632,640,437,554,526,618,Chamberlain Grp Inc,Linear Corp,2362,0,3
2000048659,http://law.lexmachina.com/cases/2000048659,Arendi S.A.R.L. v. Google Inc.,1:13-cv-00919,D.Del.,2013, 5/22/2013,0,5,"6323853, 7496854, 7917843, 7921356",4,6323853,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6323853,G06F 17/27 (20060101); G06F 017/00 (),G06F 17/27,G06F 17,G06F  17,5/22/2013,11766,12349,14321,13423,11628,13009,15299,13201,12858,Arendi S.A.R.L.,Google Inc.,942,1,2
2000048697,http://law.lexmachina.com/cases/21990,Wooster Brush Company v. Sekar,5:07-cv-03312,N.D.Ohio,2007,10/25/2007,1,9,"5572790,6159134",2,5572790,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5572790,B05C 17/02 (20060101); B29C 53/00 (20060101); B29C 53/82 (20060101); B29C 53/62 (20060101); B29C 63/10 (20060101); B29C 63/02 (20060101); B29D 31/00 (20060101); B23P 015/00 (),B05C 17/02 ,B05C 17,B05C  17,10/25/2007,185,174,148,176,209,147,258,170,171,Wooster Brush Company,Sekar,6497,1,0
2000048715,http://law.lexmachina.com/cases/16135,"Windflower Farms Inc, et al v. Costco Wholesale Inc",2:00-cv-03048,E.D.Wash.,2000, 6/30/2000,0,8,5798150,1,5798150,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5798150,A01N 3/00 (20060101); A01N 003/00 (),A01N 3/00 ,A01N 3,A01N   3,6/30/2000,116,41,116,18,41,44,63,105,41,"Windflower Farms Inc, et al",Costco Wholesale Inc,5911,1,3
2000048722,http://law.lexmachina.com/cases/2000048722,Safe Storage LLC v.  Infortrend Corporation,1:13-cv-00929,D.Del.,2013, 5/23/2013,0,1,6978346,1,6978346,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6978346,G06F 013/00 (); G06F 012/00 (),G06F 013/00,G06F 13,G06F  13,5/23/2013,3405,3432,3859,3834,3306,3725,4276,3704,3214,Safe Storage LLC, Infortrend Corporation,653,1,2
2000048757,http://law.lexmachina.com/cases/12016,"Bazzano v. Regrowth LLC, et al",2:01-cv-01964,E.D.La.,2001, 6/27/2001,0,9,"5183817,5514672,5183187",3,5183817,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5183817,A61K 8/49 (20060101); A61K 8/67 (20060101); A61K 31/045 (20060101); A61K 31/07 (20060101); A61K 8/30 (20060101); A61K 31/505 (20060101); A61Q 7/00 (20060101); A61K 031/505 (); A61K 031/07 (),A61K 8/49 ,A61K 8,A61K   8,6/27/2001,27081,24006,25608,23073,24415,22501,26002,20121,21786,Bazzano,"Regrowth LLC, et al",6053,1,0
2000048761,http://law.lexmachina.com/cases/2000048761,"Adaptix, Inc. v. Huawei Technologies Co., Ltd. et al",6:13-cv-00440,E.D.Tex.,2013, 5/28/2013,0,1,"6947748, 7454212",2,6947748,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6947748,H04L 27/26 (20060101); H04L 1/00 (20060101); H04Q 7/38 (20060101); H04Q 007/20 (); H04J 011/00 (),H04L 27/26,H04L 27,H04L  27,5/28/2013,1526,1546,1570,1599,1468,1300,1644,1708,1559,"Adaptix, Inc.","Huawei Technologies Co., Ltd. et al",22,0,10
2000048762,http://law.lexmachina.com/cases/474,"Orica Explosives Technology, PTY., LTD. v. Austin Powder Company et al",2:06-cv-00264,E.D.Tex.,2006, 6/29/2006,0,8,5295438,1,5295438,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5295438,F42D 1/00 (20060101); F42D 1/055 (20060101); F23Q 021/00 (),F42D 1/00 ,F42D 1,F42D   1,6/29/2006,87,28,51,129,63,58,72,82,54,"Orica Explosives Technology, PTY., LTD.",Austin Powder Company et al,4391,1,0
2000048768,http://law.lexmachina.com/cases/2000048768,"Adaptix, Inc. v. Dell, Inc. et al",6:13-cv-00437,E.D.Tex.,2013, 5/28/2013,0,1,"6947748, 7454212",2,6947748,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6947748,H04L 27/26 (20060101); H04L 1/00 (20060101); H04Q 7/38 (20060101); H04Q 007/20 (); H04J 011/00 (),H04L 27/26,H04L 27,H04L  27,5/28/2013,1526,1546,1570,1599,1468,1300,1644,1708,1559,"Adaptix, Inc.","Dell, Inc. et al",22,0,15
2000048771,http://law.lexmachina.com/cases/2000014617,"Nisus Corporation v. Ensystex II, Inc.",3:10-cv-00037,E.D.Tenn.,2010,  2/1/2010,0,8,5296240,1,5296240,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5296240,A01N 59/14 (20060101); B27K 3/52 (20060101); A61K 031/69 (),A01N 59/14 ,A01N 59,A01N  59,2/1/2010,418,472,485,511,494,441,478,461,457,Nisus Corporation,"Ensystex II, Inc.",4264,1,1
